,restaurant_name,borough,building_num,street,zip_code,phone_num,inspection_score,grade
5409,Crown Fried Chicken,Brooklyn,2106,LINDEN BOULEVARD,11207,(718)257-6800,10.090909090909092,A
5410,Crown Fried Chicken,Brooklyn,2176,PITKIN AVE,11207,(718)240-9333,9.333333333333334,A
5411,Crown Fried Chicken,Brooklyn,2214,FULTON ST,11233,(347)404-6066,16.62962962962963,B
5412,Crown Fried Chicken,Brooklyn,226,UTICA AVE,11213,(646)355-7892,19.714285714285715,B
5413,Crown Fried Chicken,Brooklyn,229,MALCOLM X BLVD,11221,(718)455-2100,9.866666666666667,A
5414,Crown Fried Chicken,Brooklyn,235,RALPH AVE,11233,(718)919-1700,14.166666666666666,B
5415,Crown Fried Chicken,Brooklyn,2801,MERMAID AVENUE,11224,(718)996-2856,10.6,A
5416,Crown Fried Chicken,Brooklyn,2813,GLENWOOD RD,11210,(347)413-7007,21.0,B
5417,Crown Fried Chicken,Brooklyn,308,TOMPKINS AVE,11216,(917)498-5817,12.25,A
5418,Crown Fried Chicken,Brooklyn,3149,FULTON ST,11208,(718)235-2819,27.05,C
5419,Crown Fried Chicken,Brooklyn,332,CENTRAL AVE,11221,(347)533-4461,27.170212765957448,C
5420,Crown Fried Chicken,Brooklyn,339,MYRTLE AVE,11205,(718)222-0151,12.625,A
5421,Crown Fried Chicken,Brooklyn,3402,CHURCH AVE,11203,(718)484-3377,23.583333333333332,B
5422,Crown Fried Chicken,Brooklyn,399,MOTHER GASTON BLVD,11212,(347)405-7162,13.666666666666666,A
5423,Crown Fried Chicken,Brooklyn,407,SARATOGA AVE,11233,(718)576-6116,16.6,B
5424,Crown Fried Chicken,Brooklyn,417,NEW LOTS AVE,11207,(646)683-4363,12.5,A
5425,Crown Fried Chicken,Brooklyn,431,RALPH AVENUE,11233,(347)406-5225,10.75,A
5426,Crown Fried Chicken,Brooklyn,44B,NEW LOTS AVE,11212,(718)495-5008,22.692307692307693,B
5427,Crown Fried Chicken,Brooklyn,456,SUTTER AVENUE,11212,(718)708-4524,13.516129032258064,A
5428,Crown Fried Chicken,Brooklyn,5,SOMERS STREET,11233,(718)485-4911,10.9,A
5429,Crown Fried Chicken,Brooklyn,577,SUTTER AVE,11207,(347)405-8729,25.1875,B
5430,Crown Fried Chicken,Brooklyn,580,ALBANY AVE,11203,(917)361-3272,16.2,B
5431,Crown Fried Chicken,Brooklyn,6,SUTTER AVE,11212,(718)467-7771,14.333333333333334,B
5432,Crown Fried Chicken,Brooklyn,640,CONDUIT BLVD,11208,(718)233-6296,8.666666666666666,A
5433,Crown Fried Chicken,Brooklyn,790,NEW LOTS AVE,11208,(718)484-1955,12.0,A
5434,Crown Fried Chicken,Brooklyn,822,MYRTLE AVE,11206,(718)624-5325,16.133333333333333,B
5435,Crown Fried Chicken,Brooklyn,83,LIVONIA AVE,11212,(718)224-6030,21.416666666666668,B
5436,Crown Fried Chicken,Brooklyn,842,ROCKAWAY AVE,11212,(718)484-1001,14.625,B
5437,Crown Fried Chicken,Brooklyn,850,FRANKLIN AVE,11225,(718)552-2928,20.454545454545453,B
5438,Crown Fried Chicken,Brooklyn,923,LIVONIA AVE,11207,(718)354-7286,30.41176470588235,C
5439,Crown Fried Chicken,Brooklyn,941,PENNSYLVANIA AVE,11207,(347)605-3542,9.0,A
5440,Crown Fried Chicken,Brooklyn,963,FULTON ST,11238,(718)230-3000,3.0,A
5441,Crown Fried Chicken,Manhattan,117,AVENUE D,10009,(212)982-2850,18.764705882352942,B
5442,Crown Fried Chicken,Manhattan,1867,LEXINGTON AVE,10029,(212)996-2651,42.142857142857146,C
5443,Crown Fried Chicken,Manhattan,2021,AMSTERDAM AVENUE,10032,(212)740-7410,6.333333333333333,A
5444,Crown Fried Chicken,Manhattan,2333,1ST  AVE,10035,(212)860-2445,8.125,A
5445,Crown Fried Chicken,Manhattan,2459,8TH AVE,10027,(718)353-7104,16.65,B
5446,Crown Fried Chicken,Manhattan,3633,BROADWAY,10031,(917)294-6335,15.153846153846153,B
5447,Crown Fried Chicken,Queens,10302,SPRINGFIELD BLVD,11429,(718)736-1342,42.0,C
5448,Crown Fried Chicken,Queens,10302,SPRINGFIELD BOULEVARD,11429,(718)736-1342,16.6,B
5449,Crown Fried Chicken,Queens,10619,LIBERTY AVE,11417,(646)331-3635,66.0,C
5450,Crown Fried Chicken,Queens,13105,ROCKAWAY BLVD,11420,(718)323-2161,17.4,B
5451,Crown Fried Chicken,Queens,16829,HILLSIDE AVE,11432,(718)523-5359,16.7,B
5452,Crown Fried Chicken,Queens,17002,HILLSIDE AVE,11432,(718)297-3200,9.875,A
5453,Crown Fried Chicken,Queens,18803,JAMAICA AVE,11423,(917)495-5650,20.5,B
5454,Crown Fried Chicken,Queens,18903,LINDEN BOULEVARD,11412,(718)978-0600,11.428571428571429,A
5455,Crown Fried Chicken,Queens,20420,HILLSIDE AVENUE,11423,(718)464-7883,9.583333333333334,A
5456,Crown Fried Chicken,Queens,22907,MERRICK BLVD,11413,(718)341-7254,14.642857142857142,B
5458,Crown Fried Chicken,Queens,233A,BEACH 20TH ST,11691,(516)643-3909,16.25,B
5459,Crown Fried Chicken,Queens,701,SENECA AVE,11385,(718)497-1200,19.35135135135135,B
5460,Crown Fried Chicken,Queens,7112B,KISSENA BLVD,11367,(718)224-6030,16.8,B
5461,Crown Fried Chicken,Queens,7438,JAMAICA AVE,11421,(718)296-5003,10.375,A
5462,Crown Fried Chicken,Queens,8792,PARSONS BLVD,11432,(347)592-5020,17.272727272727273,B
5463,Crown Fried Chicken,Queens,9085,SUTPHIN BLVD,11435,(718)526-1100,34.04545454545455,C
5464,Crown Fried Chicken,Staten Island,2047,RICHMOND TER,10302,(347)825-3312,24.761904761904763,B
5465,Crown Fried Chicken & Pizza,Brooklyn,10309,GLENWOOD RD,11236,(929)431-8788,32.9,C
5466,Crown Fried Chicken & Pizza,Brooklyn,5930,GLENWOOD RD,11234,(718)209-7000,21.88235294117647,B
5467,Crown Fried Chicken And Pizza,Brooklyn,1147,FULTON STREET,11238,(347)365-7746,14.1,B
5468,Crown Fried Chicken And Pizza,Brooklyn,1263,NOSTRAND AVE,11226,(718)284-1177,20.105263157894736,B
5469,Crown Fried Chicken Coffee Shop,Brooklyn,848,NOSTRAND AVE,11225,(718)484-1930,24.25,B
5470,Crown Fried Chicken Coffee Shop Pizza & Grill,Brooklyn,1109,CLARKSON AVE,11212,(718)484-8444,8.0,A
5471,Crown Fried Chicken Pizza & Coffee Shop,Brooklyn,108,MALCOLM X BLVD,11221,(917)775-0480,25.62962962962963,B
5472,Crown Grill & Chicken,Bronx,766,CASTLE HILL AVE,10473,(718)931-7875,9.75,A
5473,Crown Grill & Salad,Brooklyn,1719,PITKIN AVE,11212,(718)495-2000,29.5,C
5474,Crown Grill And Salad,Brooklyn,802,GRAND ST,11211,(718)384-5900,21.095238095238095,B
5475,Crown Grill Halal Chicken,Brooklyn,357,NOSTRAND AVE,11216,(718)638-1004,21.658536585365855,B
5476,Crown Grill Salad & Pizza,Brooklyn,116,KINGSTON AVE,11213,(646)288-4496,20.0,B
5477,Crown Heights Bunch-O-Bagels And More,Brooklyn,361,TROY AVENUE,11213,(718)604-0634,15.076923076923077,B
5478,Crown Heights Mozzarella,Brooklyn,265,TROY AVE,11213,(347)775-1725,14.368421052631579,B
5479,Crown Shy,Manhattan,70,PINE ST,10005,(212)517-1932,7.0,A
5480,Crowne Plaza Jfk,Queens,13810,135TH AVE,11436,(718)530-1160,30.1,C
5481,Crowne Plaza-Times Square (Banquet Kitchen),Manhattan,1605,BROADWAY,10019,(212)977-4000,13.692307692307692,A
5483,Croxleys The Abbey,Brooklyn,63,GRAND ST,11249,(718)387-4290,20.95,B
5484,Crumbs&Coffee,Brooklyn,423,5TH AVE,11215,(347)261-8519,9.0,A
5485,Crunch Pit Stop,Manhattan,1109,2 AVENUE,10022,(212)355-4787,9.933333333333334,A
5486,Crust,Queens,0,LA GUARDIA AIRPORT,11369,(516)865-2486,8.666666666666666,A
5487,Crust,Queens,000,LAGUARDIA AIRPORT,11369,(347)956-0539,8.428571428571429,A
5488,Crust Nyc,Queens,3909,47TH AVE,11104,(929)424-3300,8.0,A
5489,Crust Pizzeria,Staten Island,2071,CLOVE RD,10304,(718)873-6520,7.6,A
5490,Crusty & Tasty Foods,Manhattan,1323,2ND AVE,10021,(646)478-7217,12.0,A
5491,Crystal,Manhattan,212,EAST   52 STREET,10022,(212)308-8885,10.25,A
5492,Crystal Ice,Queens,13621,ROOSEVELT AVE,11354,(650)627-6055,67.9,C
5493,Crystal Lake Brooklyn,Brooklyn,647,GRAND ST,11211,(347)725-3337,9.0,A
5494,Crystal Lounge,Queens,2583,STEINWAY STREET,11103,(718)204-5900,15.777777777777779,B
5495,Crystal Manor,Brooklyn,1460,FLATBUSH AVENUE,11210,(718)859-2141,11.25,A
5496,Crystal Palace,Queens,138-31,QUEENS BOULEVARD,11435,(718)558-9295,13.133333333333333,A
5497,Crystal Room,Staten Island,67,OLYMPIA BOULEVARD,10305,(718)447-8926,14.0,B
5498,Crystal'S Restaurant,Queens,9911,39TH AVE,11368,(347)536-9223,17.785714285714285,B
5499,Cuautla Morelos Restaurant,Staten Island,185,PORT RICHMOND AVE,10302,(718)682-1560,23.9,B
5500,Cuba,Manhattan,222,THOMPSON STREET,10012,(212)420-7878,17.3,B
5502,Cubana Cafe,Brooklyn,272,SMITH STREET,11231,(718)858-3980,19.46153846153846,B
5503,Cubbyhole,Manhattan,281,WEST   12 STREET,10014,(212)243-9041,7.666666666666667,A
5504,Cuccios Bakery,Brooklyn,320,AVENUE X,11223,(718)336-1944,14.583333333333334,B
5505,Cuchifrito,Manhattan,168,EAST  116 STREET,10029,(212)876-4846,17.8,B
5506,Cucina & Company,Manhattan,200,PARK AVENUE,10017,(212)682-2700,10.545454545454545,A
5507,Cucina And Co.,Manhattan,600,5 AVENUE,10020,(212)332-7633,12.384615384615385,A
5508,Cucina Bene Pizzeria,Manhattan,41,EXCHANGE PLACE,10005,(212)635-0345,18.833333333333332,B
5509,Cucina Fresca,Staten Island,2110,RICHMOND ROAD,10306,(718)667-5151,11.461538461538462,A
5510,Cucina Mia,Staten Island,1898,VICTORY BOULEVARD,10314,(718)815-0097,17.6,B
5511,Cucumber,Staten Island,4215,HYLAN BLVD,10308,(718)605-9500,17.130434782608695,B
5512,Cucumber Sushi & Salad Bar,Staten Island,5834,AMBOY RD,10309,(718)966-1118,22.357142857142858,B
5513,Cue Bar,Queens,4518,BELL BLVD,11361,(718)631-2646,13.0,A
5514,Cue Time Billiards,Staten Island,319,CLAWSON STREET,10306,(718)987-7176,7.166666666666667,A
5515,Cuenca Coffee Shop Restaurant,Queens,9529,JAMAICA AVENUE,11421,(718)847-4642,25.085714285714285,B
5516,Cuencanito,Queens,4761,47TH ST,11377,(718)472-0101,18.0,B
5517,Cuisine By Claudette,Queens,143,BEACH  116 STREET,11694,(718)945-5511,11.76923076923077,A
5519,Culinary Noodle Kitchen,Queens,4202,30TH AVE,11103,(718)532-6756,11.0,A
5520,Cullen'S Tavern,Bronx,4340,WHITE PLAINS ROAD,10466,(347)920-4009,10.7,A
5521,Culture 307,Manhattan,307,W 38TH ST,10018,(646)353-8661,18.14814814814815,B
5522,Culture 36,Manhattan,247,W 36TH ST,10018,(646)861-3553,13.3125,A
5523,Culture Espresso,Manhattan,72,WEST   38 STREET,10018,(212)302-0200,10.909090909090908,A
5524,Cumbia Y Sabor,Queens,4506,GREENPOINT AVE,11104,(917)832-6758,20.458333333333332,B
5525,Cumin Indian Cuisine,Bronx,3549,JOHNSON AVE,10463,(718)432-2481,30.428571428571427,C
5526,Cup,Brooklyn,221,MONTROSE AVENUE,11206,(347)987-3434,10.5,A
5527,Cup,Brooklyn,978,LORIMER STREET,11222,(347)987-4902,10.8,A
5528,Cup And Cruller,Manhattan,467,W 49TH ST,10019,(646)531-7244,19.0,B
5529,Cupcake Market,Manhattan,74,E 7TH ST,10003,(646)861-1274,8.909090909090908,A
5530,Cupcake Me!,Bronx,169,EINSTEIN LOOP,10475,(347)592-7706,2.0,A
5531,Cupido'S Restaurant,Brooklyn,609,SUTTER AVENUE,11207,(347)499-9340,22.392156862745097,B
5532,Cups And Cones,Queens,11000,ROCKAWAY BOULEVARD,11420,(718)215-3308,11.0,A
5533,Current,Manhattan,111A,11TH AVENUE,10011,(212)336-6144,21.210526315789473,B
5534,Curry & Kebab,Bronx,3111,BAINBRIDGE AVE,10467,(917)667-7360,30.4,C
5535,Curry & Kebab,Bronx,3111,BAINBRIDGE AVE,10467,(917)691-6292,22.535714285714285,B
5536,Curry Dream,Manhattan,66,WEST   39 STREET,10018,(212)810-4125,28.714285714285715,C
5537,Curry Express,Manhattan,130,E 29TH ST,10016,(718)809-6909,32.73809523809524,C
5538,Curry Heights,Brooklyn,151,REMSEN ST,11201,(718)260-9000,20.5,B
5539,Curry House Indian Cuisine,Manhattan,123,ALLEN ST,10002,(646)858-0153,11.0,A
5540,Curry In A Hurry,Manhattan,119,LEXINGTON AVENUE,10016,(212)683-0900,29.46551724137931,C
5541,Curry India Restaurant,Manhattan,148,W 49TH ST,10019,(917)261-4903,15.75,B
5542,Curry King,Manhattan,942,COLUMBUS AVENUE,10025,(646)669-7826,24.06896551724138,B
5543,Curry Leaf,Staten Island,19,CORSON AVE,10301,(917)225-5618,33.3448275862069,C
5544,Curry Leaves Restaurant,Queens,13531,40 ROAD,11354,(718)762-9313,31.22222222222222,C
5545,Curry Ya,Manhattan,214,EAST   10 STREET,10003,(212)995-2877,10.666666666666666,A
5546,Curry-Ya,Manhattan,1467,AMSTERDAM AVE,10027,(646)861-3833,13.285714285714286,A
5547,Curry-Ya,Manhattan,746,9TH AVE,10019,(646)998-4810,8.875,A
5548,Curry-Ya,Manhattan,844,2ND AVE,10017,(646)682-7788,8.2,A
5549,Cusp,Brooklyn,321,7TH AVE,11215,(718)788-2980,9.2,A
5550,Custom Burgers,Queens,0,LAGUARDIA AIRPORT,11369,(718)424-5693,9.166666666666666,A
5551,Custom Burgers Pat La Frieda,Queens,0,LAGUARDIA AIRPORT,11369,(215)997-0667,4.75,A
5552,Cut By Wolfgang Puck,Manhattan,99,CHURCH ST,10007,(646)880-1995,23.94736842105263,B
5553,Cute Cat Cafe,Queens,6669,FRESH POND RD,11385,(917)224-4451,18.416666666666668,B
5554,Cutest Cookies,Staten Island,1300,HYLAN BLVD,10305,(718)966-2883,4.25,A
5556,Cutterz Fish & Chipz,Brooklyn,1610,NOSTRAND AVE,11226,(718)360-5591,17.0,B
5557,Cuzco Peru,Queens,98102,QUEENS BOULEVARD,11374,(718)275-1575,8.428571428571429,A
5558,Cuzco Peru Bbq Chicken,Queens,13813,QUEENS BLVD,11435,(718)558-4455,34.94117647058823,C
5559,Cuzco Peruvian  Restaurant,Staten Island,1190,FOREST AVE,10310,(718)273-9430,9.428571428571429,A
5560,Cuzin'S Duzin,Brooklyn,445,ALBEE SQUARE WEST,11201,(347)724-6200,10.666666666666666,A
5561,Cyclo,Queens,551,47TH AVE,11101,(718)786-8309,22.136363636363637,B
5562,Cypress Inn Cafe,Queens,1706,STANHOPE ST,11385,(917)520-1804,12.0,A
5563,Cypress Pizza,Brooklyn,3326,FULTON ST,11208,(718)277-7741,15.846153846153847,B
5564,Cypriana,Queens,4702,37TH ST,11101,(718)361-1747,25.025641025641026,B
5565,Cabo Sports Bar,Queens,27111,UNION TPKE,11040,(347)282-0614,19.0,B
5567,Cafe Royale,Bronx,553,WALTON AVE,10451,(917)854-7631,9.0,A
5568,Cafe Rustico Ii,Manhattan,62,E 34TH ST,10016,(212)736-1114,10.0,A
5569,Cafã© Medi/ Jia Lounge,Manhattan,107,RIVINGTON STREET,10002,(212)475-2600,23.103448275862068,B
5570,Calabrije'S Margaritas And Tacos,Brooklyn,234,STARR ST,11237,(718)484-2110,18.857142857142858,B
5571,Cannelle Lic,Queens,511,47TH AVE,11101,(718)937-8500,2.3333333333333335,A
5572,Carmine Street Beer,Manhattan,52,CARMINE ST,10014,(212)633-2337,8.2,A
5573,Carnaval Smoothie & Juice Bar,Manhattan,2360,8TH AVE,10027,(646)838-7209,9.666666666666666,A
5574,Carvel,Queens,14703,45TH AVE,11355,(646)407-2218,10.0,A
5575,Cascablanca Cocktail Lounge,Brooklyn,300,MALCOLM X BLVD,11233,(917)674-3624,23.615384615384617,B
5576,Cascalote Latin Bistro,Manhattan,2126,2ND AVENUE,10029,(646)351-6574,12.5,A
5577,Caveat,Manhattan,19,CLINTON ST,10002,(212)228-2100,21.666666666666668,B
5579,Central Lounge,Queens,2030,STEINWAY ST,11105,(718)726-1600,15.9,B
5581,Chaamlex,Manhattan,34,LEXINGTON AVE,10010,(212)979-7778,10.4,A
5582,Chateau 49,Manhattan,924,2ND AVE,10022,(917)261-6022,20.714285714285715,B
5583,Chef King Chinese Restaurant,Bronx,1075,ALLERTON AVE,10469,(718)519-1119,9.0,A
5584,Chela,Brooklyn,408,5 AVENUE,11215,(718)788-1137,16.576923076923077,B
5585,CheriS Bed Stuy,Brooklyn,216,MALCOLM X BLVD,11221,(718)576-6655,34.18181818181818,C
5587,Chick-Fil-A,Manhattan,918,8TH AVE,10019,(212)245-2325,10.0,A
5589,China Kitchen,Bronx,749,ASTOR AVE,10467,(718)798-1845,16.666666666666668,B
5590,China One Ny,Queens,10661,160TH ST,11433,(718)262-8811,10.8,A
5591,China Star,Queens,8436,164TH ST,11432,(718)725-0858,8.0,A
5592,Chinese & Korean Food (Store #2),Queens,13335,ROOSEVELT AVE,11354,(929)294-3857,19.0,B
5593,Chow House,Manhattan,181,BLEECKER ST,10012,(646)358-2779,22.142857142857142,B
5594,Chueng Hing Kitchen,Queens,19914,HOLLIS AVE,11412,(718)690-1088,21.0,B
5595,Cinepolis Chelsea,Manhattan,260,W 23RD ST,10011,(212)691-5519,12.833333333333334,A
5596,Citibank Executive Conference Center,Manhattan,153,EAST   53 STREET,10022,(212)559-5121,2.5,A
5597,City College: Marshak,Manhattan,160,CONVENT AVE,10031,(646)403-5499,11.2,A
5598,City Island In The City,Manhattan,301,W 151ST ST,10039,(646)895-9885,9.222222222222221,A
5600,Clean Market,Manhattan,240,E 54TH ST,10022,(609)204-2068,10.0,A
5601,Cloud M,Manhattan,189,BOWERY,10002,(646)668-6572,7.0,A
5602,Coco Fresh Tea And Juice,Manhattan,646,9TH AVE,10036,(347)732-4797,11.0,A
5603,Coco Pastel Bakery,Bronx,440,E 138TH ST,10454,(646)462-0100,31.0,C
5604,Con Amor Bakery And Juice Bar,Queens,9502,101ST AVE,11416,(917)396-9457,9.0,A
5605,Coney Island Baby,Manhattan,169,AVENUE A,10009,(212)420-8392,20.181818181818183,B
5606,Corona Bar,Brooklyn,620,ATLANTIC AVENUE,11217,(917)618-6310,6.4,A
5607,Courtyard By Marriott Manhattan Chelsea,Manhattan,135,W 30TH ST,10001,(212)967-6000,11.375,A
5608,Cresent Kitchen,Queens,2342,30TH AVE,11102,(646)533-0110,14.705882352941176,B
5609,Cross Bronx Kitchen & Deli,Bronx,3035,CROSS BRONX EXPWY,10465,(347)810-1115,4.0,A
5610,Crown Fried Chicken,Manhattan,3351,BROADWAY,10031,(718)224-6030,20.0,B
5611,Crown Fried Chicken,Queens,14620,ROCKAWAY BLVD,11436,(516)830-5153,44.0,C
5612,D  Edge Food Baskett,Queens,9414,SUTPHIN BLVD,11435,(929)354-2980,9.3125,A
5613,D & B Restaurant Ii,Staten Island,74A,WESTERVELT AVE,10301,(718)442-7562,14.0,B
5614,D & D Coffee Shop,Brooklyn,4508,FORT HAMILTON PARKWAY,11219,(718)438-8365,8.625,A
5615,D & I Restaurant & Bakery,Brooklyn,1033,NOSTRAND AVENUE,11225,(917)569-1912,18.4,B
5616,D & P Restaurant & Cocktail,Brooklyn,3405,CHURCH AVENUE,11203,(718)462-3078,13.588235294117647,A
5617,D & S Bakery,Brooklyn,6302,NEW UTRECHT AVENUE,11219,(718)621-2808,20.962962962962962,B
5618,D & W Fresh,Bronx,2459A,E TREMONT AVE,10461,(917)297-6986,37.0,C
5619,D & Y Restaurant,Brooklyn,5616,7TH AVE,11220,(718)492-8808,29.36842105263158,C
5621,D Deli Coffee Shop,Queens,1907,FLUSHING AVE,11385,(347)223-4679,22.727272727272727,B
5622,D Elici,Manhattan,71,NASSAU ST,10038,(212)587-5740,15.133333333333333,B
5623,D Hack'S Halal,Queens,10725,LIBERTY AVE,11417,(718)684-2162,24.954545454545453,B
5624,D Napoli Pizza,Manhattan,906,3 AVENUE,10022,(212)207-3848,13.619047619047619,A
5625,D Original Hot On The Spot,Queens,10817,LIBERTY AVE,11419,(718)322-3903,8.666666666666666,A
5627,D' Montazo Restaurant,Brooklyn,216,WYCKOFF AVE,11237,(718)497-3978,25.543478260869566,B
5628,D'Aleo'S Pizzeria,Queens,9010,JAMAICA AVENUE,11421,(718)849-9300,14.5,B
5629,D'Alessandro'S Corner Grill,Queens,3935,BELL BOULEVARD,11361,(718)224-7455,11.846153846153847,A
5630,D'Amico Coffee,Brooklyn,309,COURT ST,11231,(718)875-5403,13.583333333333334,A
5631,D'Amigos Restaurant Bar & Grill,Bronx,12,E GUN HILL RD,10467,(929)222-4147,44.714285714285715,C
5632,D'Amore Winebar & Ristorante,Manhattan,118,E 116TH ST,10029,(347)653-4878,9.333333333333334,A
5633,D'Angel Billiards,Bronx,857,E 149TH ST,10455,(646)837-1792,0.0,A
5634,D'Angelo'S Pizza,Bronx,902,EAST GUN HILL ROAD,10469,(718)325-6448,11.0,A
5635,D'Angelo'S Pizza,Queens,11807,QUEENS BOULEVARD,11375,(718)261-5900,17.473684210526315,B
5636,D'Angelo'S Pizza,Queens,82-37,164 STREET,11432,(718)380-8900,20.473684210526315,B
5637,"D'Angelo'S Pizza, Pancho'S Mexican Restaurant",Bronx,1160,PUGSLEY AVENUE,10472,(718)518-1016,24.641509433962263,B
5638,D'Angelo'S Pizzeria And Restaurant,Queens,6327,108 STREET,11375,(718)459-6074,23.08108108108108,B
5639,D'Anna'S Deli & Pizzeria,Queens,16908,CROCHERON AVE,11358,(718)878-0042,23.076923076923077,B
5640,D'Antan,Brooklyn,667,CLASSON AVE,11238,(718)484-3944,7.5,A
5641,D'Antigua Restaurant,Queens,8416,NORTHERN BOULEVARD,11372,(718)779-0128,16.72,B
5642,D'Blass Restaurant,Bronx,1346,EDWARD L GRANT HIGHWAY,10452,(718)537-3040,24.892857142857142,B
5643,D'Fanny Restaurant,Brooklyn,2909,FULTON ST,11207,(347)295-1362,44.13636363636363,C
5644,D'Fruit Oppia,Manhattan,518,W 207TH ST,10034,(212)304-0629,36.45454545454545,C
5645,D'Lili Bakery,Manhattan,526,W 207TH ST,10034,(212)304-0356,14.0,B
5646,D'Nuez Restaurant,Manhattan,501,W 133RD ST,10027,(347)734-4106,73.0,C
5647,D'Oasis Bar Restaurant,Queens,5420,FLUSHING AVENUE,11378,(718)821-7683,17.647058823529413,B
5648,D-Lite Caffe,Queens,4519,BROADWAY,11103,(718)626-5953,9.727272727272727,A
5649,D.B.A.,Manhattan,41,1ST AVE,10003,(212)475-5097,23.296296296296298,B
5651,Da Andrea,Manhattan,35,WEST 13 STREET,10011,(212)367-1979,14.181818181818182,B
5652,Da Capo,Manhattan,1392,MADISON AVE,10029,(646)707-0684,9.285714285714286,A
5653,Da Ciro Brooklyn Trattoria & Pizzeria,Brooklyn,458,MYRTLE AVE,11205,(929)295-9542,8.11111111111111,A
5654,Da Claudio,Manhattan,21,ANN ST,10038,(212)285-2668,8.333333333333334,A
5655,Da Dong Bei,Queens,4318,MAIN ST,11355,(718)321-3688,12.6,A
5656,Da E Net 777 Cafe,Brooklyn,1223,AVENUE U,11229,(646)287-0911,26.0,B
5657,Da Falafel Guys,Manhattan,127,RIVINGTON ST,10002,(212)256-0451,23.04,B
5658,Da Francesco,Brooklyn,442,GRAHAM AVENUE,11211,(718)349-1627,23.03448275862069,B
5659,Da Marino Nyc Italian Restaurant,Manhattan,220,W 49TH ST,10019,(212)541-6601,26.4,B
5660,Da Mikele,Manhattan,275,CHURCH STREET,10013,(212)925-8800,13.3,A
5661,Da Mikelle Ii,Queens,10239,QUEENS BOULEVARD,11375,(718)997-6166,11.214285714285714,A
5662,Da Nico Restaurant,Manhattan,164,MULBERRY STREET,10013,(212)343-1212,25.74074074074074,B
5663,Da Noi Restaurant,Staten Island,4358,VICTORY BOULEVARD,10314,(718)982-5040,17.642857142857142,B
5664,Da Nonna Rosa,Brooklyn,140,7TH AVE,11215,(718)788-6225,27.366666666666667,C
5665,Da Place Cuisine,Brooklyn,1695,PRESIDENT ST,11213,(718)221-8380,17.666666666666668,B
5666,Da Raffaele,Manhattan,883,1ST AVE,10022,(646)895-9849,14.235294117647058,B
5667,Da Tang Szechuan,Manhattan,18,W 38TH ST,10018,(917)886-8663,20.857142857142858,B
5668,Da Tommasso,Manhattan,903,EIGHTH AVENUE,10019,(212)265-1890,25.294117647058822,B
5669,Da Umberto Restaurant,Manhattan,107,WEST   17 STREET,10011,(212)989-0303,11.6,A
5670,Da Vinci Pizza,Brooklyn,6514,18 AVENUE,11204,(718)232-5855,19.666666666666668,B
5671,Da Vinci Pizza,Manhattan,44,WATER ST,10004,(212)344-8068,17.3125,B
5672,Daa! Dumplings,Manhattan,1000S,8TH AVE,10019,(201)618-4246,6.333333333333333,A
5673,Dabin,Queens,4125,162ND ST,11358,(718)461-2878,15.363636363636363,B
5674,Dacks Cuisine,Bronx,1785,NEREID AVE,10466,(347)899-8484,27.333333333333332,C
5675,Dacta Bird,Brooklyn,1553,RALPH AVE,11236,(347)702-9106,17.4,B
5676,Dacta Bird Cuisine,Brooklyn,531,UTICA AVENUE,11203,(718)676-1881,10.727272727272727,A
5677,Dada'S Coffee Shop,Bronx,2287,WESTCHESTER AVENUE,10462,(718)409-4945,6.0,A
5678,Dadam,Queens,15224,NORTHERN BLVD,11354,(718)321-2007,14.5,B
5679,Daddy Greens 2,Brooklyn,1552,FULTON ST,11216,(917)369-0965,10.125,A
5680,Daddy'S Cafe,Brooklyn,1939,MCDONALD AVENUE,11223,(718)998-5940,11.142857142857142,A
5681,Daddy'S Pizza & Pasta,Brooklyn,2625,86TH ST,11223,(718)676-2698,16.75,B
5682,Daddy-O,Manhattan,44,BEDFORD STREET,10014,(212)414-8884,12.0,A
5683,Daddyo'S On Bay,Staten Island,181,BAY ST,10301,(718)285-4096,31.083333333333332,C
5684,Dadong New York,Manhattan,120,W 42ND ST,10036,(212)355-9600,6.5,A
